v_prime, v
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
4.0, 8.0
